2047469717,6505222,0
5313558781,20942832,0
5715280716,22186717,0
1258413328,4284584,0
4541432780,17943724,0
6564869227,25493492,0
6018528691,24432546,0
8184713099,32569141,0
7087942443,27320263,0
1885183645,6954994,0
6158101033,23716612,0
7233620546,27388564,0
2746344769,11562246,0
1316027189,4317174,0
5404341522,21775923,0
4794268492,18329671,0
1505859548,5451888,0
6589537769,26812404,0
7565177362,30694061,0
2039222279,8070086,0
6851455223,25368867,0
7384670327,27463670,0
5847846257,23036678,0
3871349478,15782075,0
4861773227,19936117,0
4694521834,18022398,0
7614322739,30455631,0
5263308660,20917446,0
7790740962,30021366,0
2134739939,7073790,0
51675822,550048,0
7238957813,27393798,0
7992678930,30382246,0
7619473999,30199799,0
7400876175,27470118,0
6615685688,25515013,0
7008130299,29109656,0
8003573535,30126079,0
6941800259,26718567,0
4726010978,18033683,0
1972480497,7513346,0
559616876,2375673,0
4473400064,18172097,0
5878807397,22010118,0
5026532288,20276949,0
4891563583,20738042,0
1616578522,6559415,0
4837361782,19403924,0
2989325564,11160108,0
5813342176,22237176,0
7649075160,30735050,0
929998404,3078838,0
8564735658,32497383,0
2735059271,11038711,0
731973855,3238349,0
2277343986,10022443,0
6023893922,23650897,0
4006406398,16375799,0
5816209862,22759938,0
5612278857,22659332,0
2751327797,12091142,0
1069221010,3665914,0
1449058222,5166788,0
6785834239,26123628,0
7436324406,28012052,0
900073433,4108278,0
5412743831,22824775,0
1636730986,8136575,0
2788266600,10538127,0
998072615,2850806,0
8290071290,31574080,0
4368174933,17340162,0
5972807793,23101702,0
5904320644,22806518,0
2030382692,7020607,0
6952097975,25418014,0
1962352976,8297615,0
121426140,585716,0
4511144965,18192646,0
6285826716,24562318,0
7557266086,29645847,0
6041519457,23400438,0
2548623207,9632599,0
4856018755,18890206,0
7482399035,29081541,0
3903716208,16322558,0
4568730459,16913738,0
2760976275,11568439,0
753187097,3774722,0
7991070742,30384127,0
5511648264,22609963,0
3715981886,13352643,0
1008886671,2591181,0
7555738006,29646847,0
2806598980,10547941,0
2614734701,9664260,0
772790102,2998916,0
425864239,475127,0
2320507059,8476143,0
6693773866,26599082,0
1076200314,4720754,0
4130452599,14864382,0
7051969857,27825414,0
1312957703,4575734,0
2354318433,9016582,0
4294067029,16252918,0
3889113481,16577286,0
2775295445,10795782,0
2025529431,7802730,0
5565310764,22900735,0
8585747320,32764132,0
7361145374,28758372,0
8236700056,32857301,0
7661038608,30740477,0
2772734816,11055129,0
3508044227,12723998,0
